lat,lng
33.8820272,-84.5043165
40.833590981007376,-74.04423899671261
40.5783526,-73.9592383
40.7142205,-73.9612903
40.6774206,-73.9794868
40.7304587,-73.9894831
40.7225369,-73.9971974
33.7867658,-84.4122192
34.0440839,-84.2242158
40.7483946,-73.9937004
33.7469307,-84.3580135
33.7831963,-84.3547389
42.81751399525325,-86.1138479812601
33.7823262,-84.3539037
